2213,1219
2213,1213
2200,1213
2187,1206
2181,1193
2174,1193
2174,1187
2168,1180
2155,1174
2142,1168
2142,1161
2136,1155
2129,1155
2116,1148
2116,1135
2110,1129
2110,1122
2103,1116
2097,1109
2090,1097
2090,1090
2084,1084
2077,1071
2077,1064
2071,1051
2071,1045
2071,1032
2071,1026
2071,1019
2071,1013
2071,1006
2071,1000
2071,987
2071,980
2071,974
2071,968
2071,961
2071,948
2077,948
2084,948
2084,935
2090,935
2090,929
2097,922
2103,922
2103,916
2110,909
2116,909
2123,903
2129,903
2136,897
2142,890
2148,890
2155,890
2168,890
2174,890
2187,890
2194,890
2207,890
2226,890
2239,890
2252,890
2271,890
2290,890
2303,890
2316,890
2323,897
2342,897
2355,909
2368,909
2374,909
2387,916
2400,922
2413,935
2426,935
2432,935
2432,942
2439,948
2445,948
2445,955
2452,955
2458,961
2458,974
2471,974
2478,987
2478,993
2484,1000
2490,1006
2497,1013
2497,1019
2503,1032
2510,1045
2510,1051
2516,1051
2516,1064
2523,1071
2523,1077
2529,1084
2529,1097
2536,1109
2536,1116
2542,1129
2542,1142
2549,1148
2549,1155
2549,1168
2549,1174
2549,1187
2555,1206
2555,1219
2555,1232
2555,1239
2555,1251
2555,1264
2555,1271
2555,1290
2555,1303
2555,1316
2549,1329
2549,1335
2542,1348
2542,1368
2536,1387
2529,1400
2529,1406
2523,1419
2510,1439
2497,1464
2490,1471
2490,1477
2484,1490
2471,1503
2465,1510
2458,1516
2445,1529
2439,1542
2432,1542
2420,1548
2413,1555
2400,1561
2387,1568
2368,1581
2349,1593
2336,1600
2310,1606
2303,1613
2290,1619
2278,1626
2271,1626
2232,1639
2168,1671
2116,1690
2084,1703
2052,1710
2026,1710
2013,1710
1994,1710
1981,1710
1961,1710
1942,1710
1903,1710
1852,1710
1768,1710
1729,1710
1703,1703
1684,1697
1645,1690
1600,1684
1561,1671
1535,1664
1503,1645
1471,1619
1419,1587
1393,1561
1355,1529
1329,1503
1303,1464
1271,1419
1239,1387
1219,1348
1200,1316
1174,1290
1155,1251
1129,1213
1116,1180
1097,1148
1084,1109
1077,1084
1071,1051
1058,1026
1051,993
1051,955
1051,929
1051,903
1051,871
1051,845
1051,819
1058,800
1071,774
1084,742
1097,709
1103,703
1109,690
1122,684
1129,671
1142,658
1155,645
1161,638
1174,625
1187,613
1200,606
1206,600
1213,593
1219,593
1226,580
1239,580
1251,567
1271,554
1297,542
1322,522
1342,516
1355,503
1361,496
1374,496
1381,484
1393,484
1413,477
1426,464
1445,458
1458,451
1471,451
1490,438
1516,438
1542,432
1606,413
1645,406
1684,406
1729,400
1781,400
1845,400
1916,400
1994,400
2065,400
2123,400
2168,400
2226,406
2323,413
2387,413
2420,419
2452,419
2471,419
2497,425
2529,438
2555,458
2587,471
2607,490
2632,503
2665,516
2716,554
2749,580
2781,606
2807,625
2833,651
2858,671
2878,690
2897,709
2916,729
2929,755
2949,780
2968,813
2974,851
2994,871
3007,903
3020,929
3033,955
3045,987
3052,1006
3058,1019
3071,1032
3071,1064
3078,1084
3084,1103
3097,1135
3104,1161
3110,1187
3116,1206
3123,1239
3136,1258
3136,1284
3136,1303
3136,1316
3142,1342
3142,1355
3142,1381
3149,1406
3149,1439
3149,1464
3149,1477
3149,1490
3149,1503
3149,1516
3149,1535
3149,1555
3149,1568
3142,1581
3142,1593
3136,1606
3129,1626
3129,1645
3123,1671
3116,1684
3116,1690
3116,1710
3110,1723
3110,1735
3104,1755
3104,1768
3097,1781
3097,1787
3091,1787
3091,1794
3091,1800
3091,1806
3078,1819
3071,1839
3058,1845
3058,1858
3052,1865
3045,1884
3039,1890
3026,1903
3026,1910
3020,1923
3020,1929
3007,1936
3007,1942
