2219,1174
2226,1174
2226,1168
2232,1168
2232,1161
2239,1161
2245,1161
2245,1155
2258,1155
2265,1148
2278,1142
2284,1135
2290,1135
2297,1129
2303,1129
2310,1129
2323,1122
2329,1116
2342,1116
2355,1109
2374,1103
2394,1097
2400,1090
2407,1090
2413,1084
2426,1084
2432,1077
2439,1077
2458,1071
2478,1058
2503,1051
2523,1038
2542,1032
2561,1019
2581,1013
2594,1006
2620,1000
2639,993
2652,987
2658,987
2671,980
2691,974
2710,968
2742,955
2755,948
2774,942
2787,942
2787,935
2794,935
2800,935
2813,929
2826,922
2833,922
2845,909
2858,909
2871,903
2878,903
2884,897
2891,897
2897,890
2219,1148
2219,1142
2213,1135
2207,1129
2207,1122
2200,1116
2194,1109
2187,1097
2181,1090
2168,1084
2161,1071
2155,1064
2148,1058
2148,1051
2129,1038
2123,1026
2116,1019
2110,1013
2103,1006
2103,1000
2090,993
2090,987
2084,980
2077,974
2071,968
2065,961
2045,942
2032,929
2026,922
2019,916
2013,903
2006,897
2000,890
1994,884
1987,877
1981,871
1974,858
1961,851
1948,838
1942,832
1929,819
1923,813
1916,800
1910,793
1903,787
1903,780
1897,774
1890,767
1890,761
1884,748
1877,735
1871,735
1865,722
1858,716
1852,709
1852,696
1845,696
1839,684
1832,677
1832,671
1826,671
